,,Title,Datetime,Source,URL
bing,945,Ewing out of hospital after being treated for COVID-19,2020-05-25T18:04:00.0000000Z,ABCNews,https://abcnews.go.com/Sports/wireStory/ewing-hospital-treated-covid-19-70871508
bing,946,"Photos: Fred Willard, comedic improv-style actor, dies at 86",2020-05-16T18:45:00.0000000Z,Corvallis Gazette-Times,https://www.gazettetimes.com/entertainment/photos-fred-willard-comedic-improv-style-actor-dies-at-86/article_a66b137a-8790-5139-b8af-5976f646be66.html
bing,947,Russian village building LNG supply plant to get new hospital after COVID-19 outbreak,2020-05-28T11:41:00.0000000Z,Reuters,https://www.reuters.com/article/us-health-coronavirus-russia-murmansk-idUSKBN2341SN
bing,948,"Total hospitalized by coronavirus under 1,000 1st time since early April",2020-05-16T16:21:00.0000000Z,Republican-American,https://www.rep-am.com/local/localnews/2020/05/16/total-hospitalized-by-coronavirus-under-1000-1st-time-since-early-april/
bing,949,Huntsville Hospital offers COVID testing for businesses,2020-05-27T23:07:00.0000000Z,MSN,https://www.msn.com/en-us/health/medical/huntsville-hospital-offers-covid-testing-for-businesses/ar-BB14Gfoe
bing,950,Exclusive: Sanofi stops enrolling COVID-19 patients in hydroxychloroquine trials,2020-05-29T00:00:00.0000000Z,Reuters,https://uk.reuters.com/article/uk-healthcare-coronavirus-hydroxychloroq/exclusive-sanofi-stops-enrolling-covid-19-patients-in-hydroxychloroquine-trials-idUKKBN2352I7
bing,951,Novartis will start making coronavirus vaccine this month,2020-05-29T12:16:00.0000000Z,New York Post,https://nypost.com/2020/05/29/novartis-to-start-making-coronavirus-vaccine-this-month/
bing,952,"Charts: COVID-19 cases in Alabama, California and Virginia are surging",2020-05-27T11:58:00.0000000Z,NBC News,https://www.nbcnews.com/health/health-news/live-blog/2020-05-27-coronavirus-news-n1215286/ncrd1215346
bing,953,"As U.S. coronavirus deaths cross 100,000, black Americans bear disproportionate share of fatalities",2020-05-27T22:18:00.0000000Z,CNBC,https://www.cnbc.com/2020/05/27/as-us-coronavirus-deaths-cross-100000-black-americans-bear-disproportionate-share-of-fatalities.html
bing,954,"Austin/Travis County remain in Stage 3 of COVID-19 risk-based guidelines, health leaders say",2020-05-28T19:26:00.0000000Z,KVUE,https://www.kvue.com/article/news/health/coronavirus/austin-coronavirus-covid-19-hospitalizations-health/269-189ad446-6530-4138-b661-f877a0d8f9df
bing,955,Daily COVID-19 death toll in New York state drops below 100 for first time in two months,2020-05-23T16:41:00.0000000Z,AM New York,https://www.amny.com/coronavirus/single-day-death-toll-in-new-york-state-drops-below-100-for-first-time-in-two-months/
bing,956,Patrick Ewing released from hospital after being treated for coronavirus,2020-05-25T19:18:00.0000000Z,Fox News,https://www.foxnews.com/sports/patrick-ewing-released-hospital-coronavirus-treatment
bing,957,coronavirus closings,2020-03-12T16:12:00.0000000Z,CBS Baltimore,https://baltimore.cbslocal.com/tag/coronavirus-closings/
bing,958,Veterans Hospital Makes Changes After COVID-19 Outbreak,2020-05-25T00:00:00.0000000Z,U.S. News & World Report,https://www.usnews.com/news/best-states/oregon/articles/2020-05-25/veterans-hospital-makes-changes-after-covid-19-outbreak
bing,959,Boston Field Hospital To Stop Accepting COVID-19 Patients,2020-05-26T17:01:00.0000000Z,WBUR,https://www.wbur.org/commonhealth/2020/05/26/boston-hope-field-hospital-stop-accepting-covid-19-patients
bing,960,Weston General Hospital stops accepting new patients to stop the spread of Covid-19,2020-05-25T09:51:00.0000000Z,ITV,https://www.itv.com/news/westcountry/2020-05-25/weston-general-hospital-stops-accepting-new-patients-to-stop-the-spread-of-covid-19/
bing,961,Patrick Ewing Returns Home from Hospital After Testing Positive for COVID-19,2020-05-25T16:59:00.0000000Z,Bleacher Report,https://bleacherreport.com/articles/2893296-patrick-ewing-returns-home-from-hospital-after-testing-positive-for-covid-19
bing,962,Parma COVID-19 patient discharged after nearly 2 months in hospital,2020-05-27T15:34:00.0000000Z,WKYC3,https://www.wkyc.com/article/news/health/coronavirus/parma-covid-19-patient-discharged-after-nearly-2-months-in-hospital/95-51190c27-541d-4774-884e-b92b493ff129
bing,963,Denver man remains hospitalized after he was shot walking his dog,2020-06-14T03:39:00.0000000Z,FOX31 Denver,https://kdvr.com/news/local/denver-man-remains-hospitalized-after-he-was-shot-walking-his-dog/
bing,964,Professional and Spiritual Formation of the Pontifical Swiss Guard,2020-06-15T14:32:00.0000000Z,Zenit News Agency,https://zenit.org/articles/professional-and-spiritual-formation-of-the-pontifical-swiss-guard/
bing,965,Doctors Without Borders to Close Kabul Maternity Clinic After Attack,2020-06-15T19:00:00.0000000Z,U.S. News & World Report,https://www.usnews.com/news/world/articles/2020-06-15/doctors-without-borders-to-close-kabul-maternity-clinic-after-attack
bing,966,FDA revokes use of Trump's favourite malaria drugs to treat Covid-19,2020-06-15T18:50:00.0000000Z,Khaleej Times,https://www.khaleejtimes.com/world/fda-revokes-use-of-trumps-favourite--malaria-drugs-to-treat-covid-19
bing,967,"For Migrants in Russia, Virus Means No Money to Live and No Way to Leave",2020-06-15T07:11:00.0000000Z,New York Times,https://www.nytimes.com/2020/06/15/world/europe/russia-coronavirus-migrant-workers.html
bing,968,How Covid-19 is impacting the opioid crisis (and 5 ways providers can help),2020-06-10T16:32:00.0000000Z,Advisory Board,http://www.advisory.com/daily-briefing/2020/06/10/opioids-covid
bing,969,Royal Caribbean reports $1.4 billion loss amid coronavirus pandemic,2020-05-20T14:42:00.0000000Z,Orlando Sentinel,https://www.orlandosentinel.com/business/os-tr-cru-royal-caribbean-first-quarter-earnings-20200520-clip27n4fvbtfpgumizjgfrrk4-story.html
bing,970,A Montana band honed its style playing online before covid,2020-05-21T15:03:00.0000000Z,Missoulian,https://missoulian.com/entertainment/music/a-montana-band-honed-its-style-playing-online-before-covid/article_e7fefabd-38fd-539c-992c-bbdbfc56f635.html
bing,971,Pandemic Perspective: What The 20 Poorest And Richest Countries Spend On Health Care,2020-06-13T11:00:00.0000000Z,NPR,https://www.npr.org/sections/goatsandsoda/2020/06/13/864563401/pandemic-perspective-what-the-20-poorest-and-richest-countries-spend-on-health-c
bing,972,What Zebra Mussels Can Tell Us About Errors In Coronavirus Tests,2020-06-15T11:00:00.0000000Z,KPCC,https://www.scpr.org/news/2020/06/15/93053/what-zebra-mussels-can-tell-us-about-errors-in-cor/
bing,973,"COVID-19 crisis suppresses visits to Big Isle hospitals, clinics",2020-05-18T10:06:00.0000000Z,West Hawaii Today,https://www.westhawaiitoday.com/2020/05/18/hawaii-news/covid-19-crisis-suppresses-visits-to-big-isle-hospitals-clinics/
bing,974,'Virtual' drug research is becoming a permanent reality as the coronavirus upends clinical trials and fuels a new breed of startups,2020-06-11T17:06:00.0000000Z,Business Insider,https://www.businessinsider.com/pfizer-novartis-virtual-clinical-trials-drug-research-startups-2020-6
bing,975,"Immunic, Inc. Announces First Patients Dosed in its Phase 2, CALVID-1 Clinical Trial of IMU-838 in COVID-19",2020-06-15T10:30:00.0000000Z,WFMZ-TV,https://www.wfmz.com/news/pr_newswire/pr_newswire_health/immunic-inc-announces-first-patients-dosed-in-its-phase-2-calvid-1-clinical-trial-of/article_e14fd023-8286-5e2e-8440-effb57530553.html
bing,976,DC Improv continues to provide laughter through virtual comedy,2020-05-20T11:21:00.0000000Z,WUSA9,https://www.wusa9.com/article/news/local/dc/dc-improv-continues-to-provide-laughter-through-virtual-comedy/65-56d68086-2197-44b2-ab4a-3949bd61a33c
bing,977,Wilmot Redesigned: How Wilmot is Staying Safe during COVID-19 and the Reopening,2020-06-12T20:27:00.0000000Z,University of Rochester Medical Center,https://www.urmc.rochester.edu/cancer-institute/newsroom/dialogue-blog/june-2020/wilmot-redesigned-how-wilmot-is-staying-safe-durin.aspx
bing,978,Sugar coating locks and loads coronavirus for infection,2020-06-13T18:42:00.0000000Z,Phys.org,https://phys.org/news/2020-06-sugar-coating-coronavirus-infection.html
bing,979,"Amid lockdown, Kenyan medical startup brings clinic to your home",2020-05-28T10:15:00.0000000Z,Reuters,https://www.reuters.com/article/us-health-coronavirus-kenya-apps-idUSKBN2341BT
bing,980,California systems band together to treat special needs COVID-19 patients,2020-05-09T05:09:00.0000000Z,Modern Healthcare,https://www.modernhealthcare.com/providers/california-systems-band-together-treat-special-needs-covid-19-patients
bing,981,Enes Kanter Says Celtics’ Workout Improvisation Reveals ‘Championship Mentality’,2020-05-28T21:17:00.0000000Z,NESN,https://nesn.com/2020/05/enes-kanter-says-celtics-workout-improvision-reveals-championship-mentality/
bing,982,‘King’ David Lane keeps working through the coronavirus stay-at-home orders,2020-05-19T20:39:00.0000000Z,Chicago Tribune,https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-ent-king-david-lane-0605-20200519-bloleswl2rfjzmqmenfvmnf74m-story.html
bing,983,"Skin Antiseptic Products Market Analysis With Impact of COVID-19, Services and Solutions from 2020 to 2027",2020-06-11T12:39:00.0000000Z,MarketWatch,https://www.marketwatch.com/press-release/skin-antiseptic-products-market-analysis-with-impact-of-covid-19-services-and-solutions-from-2020-to-2027-2020-06-11
bing,984,Zipline begins US medical delivery with drone program honed in Africa,2020-05-26T00:00:00.0000000Z,TechCrunch,https://techcrunch.com/2020/05/26/zipline-begins-us-medical-delivery-with-uav-program-honed-in-africa/
bing,985,Yorktown nonprofit clinic continues serving the community during COVID-19,2020-05-15T20:07:00.0000000Z,MSN,https://www.msn.com/en-us/news/money/yorktown-nonprofit-clinic-continues-serving-the-community-during-covid-19/ar-BB149fLx
bing,986,"15 Meditations for Anxiety, Because Sweaty Palms and a Racing Heart Aren't Fun For Anyone",2020-06-15T14:55:00.0000000Z,Parade,https://parade.com/1050335/kristenfischer/meditation-for-anxiety/
bing,987,United States Fertility Clinics & Infertility Services Industry Hit Hard by COVID-19 Due to Travel Restrictions for Foreign Patients,2020-05-27T17:05:00.0000000Z,PR Newswire,https://www.prnewswire.com/news-releases/united-states-fertility-clinics--infertility-services-industry-hit-hard-by-covid-19-due-to-travel-restrictions-for-foreign-patients-301065425.html
bing,988,US revokes emergency use of malaria drugs vs. coronavirus,2020-06-15T18:31:00.0000000Z,WFTV,https://www.wftv.com/news/health/us-revokes-emergency/KMGFRZSS6EP4RRXNJ2YDQ44M2Y/
bing,989,"COVID-19 Daily: Critically Ill NYC Patients, Severe Disease in Kids",2020-05-19T22:40:00.0000000Z,Medscape,https://www.medscape.com/viewarticle/930807
bing,990,Trump’s beloved hydroxychloroquine actually makes coronavirus worse,2020-05-22T18:27:00.0000000Z,BGR,https://bgr.com/2020/05/22/coronavirus-drug-hydroxychloroquine-harmfull-side-effects-death-covid-19/
bing,991,US revokes emergency use of malaria drugs to treat coronavirus,2020-06-15T18:05:00.0000000Z,The Argus,https://www.theargus.co.uk/news/national/18519021.us-revokes-emergency-use-malaria-drugs-treat-coronavirus/
bing,992,US revokes emergency use of malaria drugs for coronavirus,2020-06-15T17:02:00.0000000Z,Q13 FOX News,https://q13fox.com/2020/06/15/us-revokes-emergency-use-of-malaria-drugs-for-coronavirus/
bing,993,Parking-lot vaccine clinics offered,2020-05-15T20:07:00.0000000Z,Mail Tribune,https://mailtribune.com/news/top-stories/parking-lot-vaccine-clinics-offered-for-rogue-valley-children
bing,994,"Faced with millions in coronavirus costs, Anne Arundel Medical Center turns to furloughs, layoffs and benefit cuts",2020-05-22T10:02:00.0000000Z,Capital Gazette,https://www.capitalgazette.com/coronavirus/ac-cn-anne-arundel-medical-center-financial-coronavirus-20200522-xbmgz34vjngkjbetxyqefkshvy-story.html
bing,995,"Carroll County Veterinary Clinic strives to ‘look for the fun’ with puns, sayings on roadside sign",2020-05-18T17:33:00.0000000Z,The Baltimore Sun,https://www.baltimoresun.com/maryland/carroll/news/cc-carroll-county-vet-clinic-20200518-ud5sipts3rbqvcst3ckwkhg7sq-story.html
bing,996,Crowds at Wuhan clinics fear coronavirus testing could rekindle disease,2020-05-16T00:00:00.0000000Z,Reuters,https://in.reuters.com/article/us-health-coronavirus-china-wuhantesting/crowds-at-wuhan-clinics-fear-coronavirus-testing-could-rekindle-disease-idINKBN22S08P
bing,997,US revokes emergency use of malaria drugs to treat coronavirus,2020-06-15T17:42:00.0000000Z,Shropshire Star,https://www.shropshirestar.com/news/world-news/2020/06/15/us-revokes-emergency-use-of-malaria-drugs-to-treat-coronavirus/
bing,998,Coronavirus Antibody Therapies Raise Hopes—and Skepticism,2020-05-29T15:58:00.0000000Z,Scientific American,https://www.scientificamerican.com/article/coronavirus-antibody-therapies-raise-hopes-and-skepticism1/
bing,999,I Enrolled in a Coronavirus Contact Tracing Academy,2020-05-15T07:00:00.0000000Z,Wired,https://www.wired.com/story/i-enrolled-in-a-coronavirus-contact-tracing-academy/
bing,1000,KFAN during COVID: How one of the nation’s top sports talk radio stations thrives without sports,2020-05-09T21:14:00.0000000Z,Duluth News Tribune,https://www.duluthnewstribune.com/sports/other/6485162-KFAN-during-COVID-How-one-of-the-nation%E2%80%99s-top-sports-talk-radio-stations-thrives-without-sports
bing,1001,"Cleveland Clinic, SAS unveil data programs to weigh reopening risks amid coronavirus",2020-06-15T18:49:00.0000000Z,The Business Journals,https://www.bizjournals.com/cleveland/news/2020/06/15/cleveland-clinic-sas-coronavirus-data-programs.html
bing,1002,"Researchers develop model to predict likelihood of testing positive for COVID-19, outcomes",2020-06-15T17:38:00.0000000Z,Crain's Cleveland Business,https://www.crainscleveland.com/health-care/researchers-develop-model-predict-likelihood-testing-positive-covid-19-outcomes
bing,1003,Cleveland Clinic launches PSA to educate public about COVID-19's impact on the African American community,2020-06-12T19:28:00.0000000Z,WKYC3,https://www.wkyc.com/article/news/health/coronavirus/cleveland-clinic-public-service-announcement-coronavirus-african-americans/95-e8f1389c-dcc1-4260-adff-ee4fd0be774f
bing,1004,New COVID-19 council hopes to aid fight to secure more PPE,2020-05-04T15:25:00.0000000Z,rcinet.ca,https://www.rcinet.ca/en/2020/05/04/new-covid-19-council-hopes-to-aid-fight-to-secure-more-ppe/
bing,1005,Stuttgart Army clinic’s new coronavirus testing,2020-05-21T15:55:00.0000000Z,United States Army,https://www.army.mil/article/235840/stuttgart_army_clinics_new_coronavirus_testing
bing,1006,Coronavirus discoveries can come along faster with adaptive clinical trials,2020-05-19T14:25:00.0000000Z,Los Angeles Times,https://www.latimes.com/science/story/2020-05-18/coronavirus-discoveries-can-come-along-faster-with-adaptive-clinical-trials
bing,1007,US revokes emergency use of malaria drugs to treat coronavirus,2020-06-15T17:42:00.0000000Z,Independent.ie,https://www.independent.ie/world-news/us-revokes-emergency-use-of-malaria-drugs-to-treat-coronavirus-39287465.html
bing,1008,Cleveland Clinic Akron General to open coronavirus testing site in downtown Akron,2020-05-19T16:03:00.0000000Z,Cleveland.com,https://www.cleveland.com/coronavirus/2020/05/cleveland-clinic-akron-general-to-open-coronavirus-testing-site-in-downtown-akron.html
bing,1009,Timberwolves partner with Mayo Clinic to conduct NBA antibody study,2020-05-20T11:28:00.0000000Z,USA Today,https://www.usatoday.com/story/sports/nba/twolves/2020/05/20/coronavirus-nba-mayo-clinic-conduct-coronavirus-antibody-study/5226767002/
bing,1010,Makati shuts down COVID clinic,2020-05-29T12:00:00.0000000Z,philstar.com,https://www.philstar.com/nation/2020/05/29/2017243/makati-shuts-down-covid-clinic
bing,1011,Rhode Island Free Clinic helping patients at high risk for coronavirus,2020-05-20T21:24:00.0000000Z,WJAR,https://turnto10.com/features/health-landing-page/rhode-island-free-clinic-helping-patients-at-high-risk-for-coronavirus
bing,1012,Mayo Clinic hopes more testing leads to more plasma donations for COVID-19 patients,2020-05-26T11:49:00.0000000Z,KARE 11,https://www.kare11.com/article/news/health/coronavirus/mayo-clinic-hopes-more-testing-leads-to-more-plasma-donations-for-covid-19-patients/89-a5601311-55b5-4256-80bc-b03e3890b0bb
bing,1013,"St. Louis Clinics Offer COVID-19 Antibody Tests, But Some Say Proceed With Caution",2020-05-21T23:49:00.0000000Z,KWMU,https://news.stlpublicradio.org/post/st-louis-clinics-offer-covid-19-antibody-tests-some-say-proceed-caution
bing,1014,"Timberwolves, Mayo Clinic Spearheading COVID-19 Antibody Testing in NBA",2020-05-20T05:26:00.0000000Z,Bleacher Report,https://bleacherreport.com/articles/2892561-timberwolves-mayo-clinic-spearheading-covid-19-antibody-testing-in-nba
bing,1015,Crowds at Wuhan clinics fear coronavirus testing could rekindle disease,2020-05-16T07:05:00.0000000Z,Yahoo! News,https://news.yahoo.com/crowds-wuhan-clinics-fear-coronavirus-052338602.html
bing,1016,Health Ministry Issues Guidelines For Dental Clinics,2020-05-19T15:52:00.0000000Z,NDTV,https://www.ndtv.com/india-news/covid-19-health-ministry-issues-guidelines-for-dental-clinics-2231746
bing,1017,Seattle & King County expand free COVID-19 testing with help from Beyoncé,2020-06-14T23:26:00.0000000Z,KING5,https://www.king5.com/article/news/health/coronavirus/seattle-king-county-expand-free-covid-19-testing-with-help-from-beyonce/281-18c65fef-9f28-4aad-ace5-e1350833f949
bing,1018,Midwest Express Clinic offering COVID testing,2020-05-22T00:00:00.0000000Z,WISHTV8,https://www.wishtv.com/news/inside-indiana-business/midwest-express-clinic-offering-covid-testing/
bing,1019,Midland hosting free mass COVID-19 testing clinic for people with or without symptoms,2020-05-29T14:34:00.0000000Z,MLive,https://www.mlive.com/news/saginaw-bay-city/2020/05/midland-hosting-free-mass-covid-19-testing-clinic-for-people-with-or-without-symptoms.html
bing,1020,Mayo Clinic Health System Holmen Clinic resuming normal operations June 1,2020-05-22T06:30:00.0000000Z,La Crosse Tribune,https://lacrossetribune.com/news/local/mayo-clinic-health-system-holmen-clinic-resuming-normal-operations-june-1/article_6f895e77-b126-5acd-b3ba-483fa8601728.html
bing,1021,"Michigan Medicine adds more time-sensitive surgeries, procedures, clinic appointments",2020-05-14T16:35:00.0000000Z,clickondetroit.com,https://www.clickondetroit.com/all-about-ann-arbor/2020/05/14/michigan-medicine-adds-more-time-sensitive-surgeries-procedures-clinic-appointments/
bing,1022,Crowds at Wuhan clinics fear COVID-19 testing could rekindle disease,2020-05-16T07:57:00.0000000Z,Channel NewsAsia Singapore,https://www.channelnewsasia.com/news/asia/covid-19-wuhan-china-crowds-at-clinics-testing-12738676
bing,1023,"Jacksonville clinic to host pop-up COVID-19, antibody tests",2020-05-19T19:12:00.0000000Z,Jacksonville Daily News,https://www.jdnews.com/news/20200519/jacksonville-clinic-to-host-pop-up-covid-19-antibody-tests
bing,1024,Mercy Health reopens five clinics to address non-coronavirus medical needs,2020-05-18T17:01:00.0000000Z,MLive,https://www.mlive.com/news/muskegon/2020/05/mercy-health-reopens-five-clinics-to-address-non-coronavirus-medical-needs.html
bing,1025,Free COVID-19 tests coming to Pontiac’s Carriage Circle Apartments through mobile clinic,2020-05-27T20:08:00.0000000Z,The Oakland Press,https://www.theoaklandpress.com/news/coronavirus/free-covid-19-tests-coming-to-pontiac-s-carriage-circle-apartments-through-mobile-clinic/article_760369f0-a045-11ea-b5c8-8bb3c735182d.html
bing,1026,State DHS reimburses clinics overburdened with cost of treating COVID patients,2020-05-28T22:22:00.0000000Z,NBC15,https://www.nbc15.com/content/news/State-DHS-reimburses-clinics-overburdened-with-cost-of-treating-COVID-patients-570843141.html
bing,1027,"Even at the Clinic, COVID-19 Could Be in the Air",2020-05-29T09:16:00.0000000Z,MedPage Today,https://www.medpagetoday.com/infectiousdisease/covid19/86707
bing,1028,DHA to launch 3 clinics to collect plasma from recovered Covid-19 patients,2020-05-13T13:01:00.0000000Z,Arabian Business,https://www.arabianbusiness.com/healthcare/446665-dha-to-launch-3-clinics-to-collect-plasma-from-recovered-covid-19-patients
bing,1029,More than 300 clinics issued notices for performing non-essential treatments like Botox and tooth implants,2020-05-16T10:11:00.0000000Z,Channel NewsAsia Singapore,https://www.channelnewsasia.com/news/singapore/covid19-300-clinics-control-orders-non-essential-treatment-12738830
bing,1030,P.E.T.S. Clinic of Lubbock set to open after delay due to COVID-19,2020-05-29T20:48:00.0000000Z,KCBD,https://www.kcbd.com/2020/05/29/pets-clinic-lubbock-set-open-after-delay-due-covid-/
bing,1031,Coronavirus US live updates: summary 23 May,2020-05-24T01:46:00.0000000Z,as.com,https://en.as.com/en/2020/05/23/other_sports/1590185484_795445.html
bing,1032,Coronavirus Testing Available At More Than A Dozen Allegheny Co. Community Health Clinics,2020-05-26T19:24:00.0000000Z,CBS Pittsburgh,https://pittsburgh.cbslocal.com/2020/05/26/allegheny-county-coronavirus-community-testing/
bing,1033,Crowds at Wuhan Clinics Fear Coronavirus Testing Could Rekindle Disease,2020-05-16T05:40:00.0000000Z,U.S. News & World Report,https://www.usnews.com/news/world/articles/2020-05-16/crowds-at-wuhan-clinics-fear-coronavirus-testing-could-rekindle-disease
bing,1034,Philippines Tracks Down Rising Number of Secret Covid-19 Clinics,2020-05-28T03:49:00.0000000Z,Bloomberg,https://www.bloomberg.com/news/articles/2020-05-28/philippines-tracks-down-rising-number-of-secret-covid-19-clinics
bing,1035,"Fred Willard, the comedic improv-style actor, has died at 86",2020-05-17T10:24:00.0000000Z,Boston Herald,https://www.bostonherald.com/2020/05/17/fred-willard-the-comedic-improv-style-actor-has-died-at-86-2/
bing,1036,"Fred Willard, scene-stealing comic actor and master of improvisation, dies at 86",2020-05-17T23:29:00.0000000Z,Washington Post,https://www.washingtonpost.com/local/obituaries/fred-willard-scene-stealing-comic-actor-and-master-of-improvisation-dies-at-86/2020/05/17/7b9f54b4-9857-11ea-ac72-3841fcc9b35f_story.html
bing,1037,Coronavirus: Babies born to surrogates stranded in Ukraine clinic,2020-05-25T12:01:00.0000000Z,Deutsche Welle,https://www.dw.com/en/coronavirus-babies-born-to-surrogates-stranded-in-ukraine-clinic/a-53547276
bing,1038,Blood plasma appears safe for COVID-19 patients in early trial results,2020-05-15T20:15:00.0000000Z,Los Angeles Times,https://www.latimes.com/science/story/2020-05-15/blood-plasma-appears-safe-for-covid-19-patients-in-early-trial-results
bing,1039,"Fred Willard, the comedic improv-style actor, has died at 86",2020-05-16T20:11:00.0000000Z,ABCNews,https://abcnews.go.com/Entertainment/wireStory/fred-willard-comedic-improv-style-actor-died-86-70724351
bing,1040,46 rural Idaho health care clinics will receive $50K grants,2020-05-20T21:46:00.0000000Z,Idaho Press,https://www.idahopress.com/coronavirus/46-rural-idaho-health-care-clinics-will-receive-50k-grants/article_eace40ae-01e9-5fa1-8940-f9313253d0c2.html
bing,1041,Will government mandate COVID-19 vaccinations?,2020-05-20T11:42:00.0000000Z,The Hill,https://thehill.com/opinion/healthcare/498641-will-government-mandate-covid-19-vaccinations
bing,1042,Mayo Clinic's operating income down 88% in first quarter,2020-05-18T20:25:00.0000000Z,Modern Healthcare,https://www.modernhealthcare.com/providers/mayo-clinics-operating-income-down-88-first-quarter
bing,1043,COVID-19 community testing program kicking off with drive-thru clinic at Pelicans Stadium,2020-05-26T16:00:00.0000000Z,WMBF News,https://www.wmbfnews.com/2020/05/26/covid-community-testing-program-kicking-off-with-drive-thru-clinic-pelicans-stadium/
bing,1044,Coronavirus Florida: FST cancels summer season and Improv Festival,2020-05-11T20:23:00.0000000Z,Sarasota Herald-Tribune,https://www.heraldtribune.com/entertainment/20200511/coronavirus-florida-fst-cancels-summer-season-and-improv-festival
bing,1045,Commentary: What I learned doing improv that has really helped me during the coronavirus pandemic,2020-05-21T00:00:00.0000000Z,San Diego Union-Tribune,https://www.sandiegouniontribune.com/opinion/story/2020-05-21/commentary-improv-helped-me-survive-covid-19-stay-at-home-order
bing,1046,Hanover creative makes relatable videos of awkward work encounters amid coronavirus,2020-05-26T15:05:00.0000000Z,MSN,https://www.msn.com/en-us/health/wellness/hanover-creative-makes-relatable-videos-of-awkward-work-encounters-amid-coronavirus/ar-BB14BOuf
bing,1047,"Out and about: Southern Utah theater shows, improv among first public events to return",2020-05-23T21:24:00.0000000Z,MSN,https://www.msn.com/en-us/news/us/out-and-about-southern-utah-theater-shows-improv-among-first-public-events-to-return/ar-BB14vrzT
bing,1048,Improv Boosts Creativity and Psychological Well-Being,2020-05-18T18:53:00.0000000Z,Psychology Today,https://www.psychologytoday.com/us/blog/play-your-way-sane/202005/improv-boosts-creativity-and-psychological-well-being
bing,1049,Opinion: The coronavirus wisdom of Stephen Colbert and Rousseau,2020-04-23T07:05:00.0000000Z,Deutsche Welle,https://www.dw.com/en/opinion-the-coronavirus-wisdom-of-stephen-colbert-and-rousseau/a-53214270
bing,1050,"No laughing matter: DC comedy club forced to lay off staff, livestream events amid coronavirus",2020-03-24T01:32:00.0000000Z,Fox News,https://www.foxnews.com/entertainment/dc-comedy-club-coronavirus-layoffs
bing,1051,"DC Coronavirus Deaths Near 400; 7,270 Confirmed Cases",2020-05-18T14:56:00.0000000Z,Patch,https://patch.com/district-columbia/washingtondc/dc-coronavirus-deaths-near-400-7-270-confirmed-cases
bing,1052,"Fred Willard, the comedic improv-style actor, has died at 86",2020-05-16T20:22:00.0000000Z,Washington Times,https://www.washingtontimes.com/news/2020/may/16/fred-willard-the-comedic-improv-style-actor-has-di/
bing,1053,Art therapy for adults recovering from trauma adapts to keep its mission alive during coronavirus,2020-05-13T22:43:00.0000000Z,Seattle Times,https://www.seattletimes.com/seattle-news/art-therapy-for-adults-recovering-from-trauma-adapts-to-keep-its-mission-alive-during-coronavirus/
bing,1054,Black people are at the center of two public health crises in the US: Covid-19 and police brutality,2020-05-31T23:01:00.0000000Z,Quartz,https://qz.com/1862403/black-people-are-at-the-center-of-two-public-health-crises-in-the-us-covid-19-and-police-brutality/
bing,1055,COVID-19 highlights racial disparities in our health care system,2020-06-01T11:09:00.0000000Z,USA Today,https://www.usatoday.com/story/opinion/2020/06/01/pandemic-giving-us-space-rethink-out-health-care-system-column/5237166002/
bing,1056,What a US exit from the WHO means for COVID-19 and global health,2020-05-29T00:00:00.0000000Z,Nature,https://www.nature.com/articles/d41586-020-01586-0
bing,1057,Is COVID-19 'One and Done?' Experts Ponder Odds for Reinfection,2020-05-29T13:52:00.0000000Z,U.S. News & World Report,https://www.usnews.com/news/health-news/articles/2020-05-29/is-covid-19-one-and-done-experts-ponder-odds-for-reinfection
bing,1058,Coronavirus: Donald Trump terminates US relationship with World Health Organisation,2020-05-29T21:12:00.0000000Z,Sky,https://news.sky.com/story/coronavirus-donald-trump-terminates-relationship-with-world-health-organisation-11997100
bing,1059,Flattening the mental health curve is the next big coronavirus challenge,2020-05-29T13:39:00.0000000Z,The Conversation,https://theconversation.com/flattening-the-mental-health-curve-is-the-next-big-coronavirus-challenge-139066
bing,1060,Coronavirus infection rate may shift toward younger ages; death risk higher in cancer patients,2020-05-29T19:58:00.0000000Z,Reuters,https://www.reuters.com/article/us-health-coronavirus-science-idUSKBN2352YB
bing,1061,"With the coronavirus pandemic entering a new phase in the US, world health experts shift focus to new hot spots",2020-05-29T03:54:00.0000000Z,St. Louis Post-Dispatch,https://www.stltoday.com/lifestyles/health-med-fit/with-the-coronavirus-pandemic-entering-a-new-phase-in-the-us-world-health-experts-shift/article_6e694417-7134-532b-ad93-d44f5c100807.html
bing,1062,Coronavirus pandemic in the US,2020-05-29T19:45:00.0000000Z,CNN,https://www.cnn.com/us/live-news/us-coronavirus-update-05-29-20/index.html
bing,1063,"Not worried about coronavirus; apathy of government, admin is what concerns us: AIIMS healthcare workers",2020-05-29T09:41:00.0000000Z,The New Indian Express,https://www.newindianexpress.com/cities/delhi/2020/may/29/not-worried-about-coronavirus-apathy-of-government-admin-is-what-concerns-us-aiims-healthcare-worker-2149498.html
bing,1064,"COVID-19 Has Killed Close To 300 U.S. Health Care Workers, New Data From CDC Shows",2020-05-28T10:19:00.0000000Z,NPR,https://www.npr.org/sections/health-shots/2020/05/28/863526524/covid-19-has-killed-close-to-300-u-s-health-care-workers-new-data-from-cdc-shows
